(2, 7)
(3, 7)
(4, 7)
(5, 7)
(6, 7)
(7, 7)
(8, 7)
(9, 7)
(10, 7)
(11, 7)
(12, 7)
(12, 6)
(13, 6)
(13, 5)
(14, 5)
(15, 6)
(16, 7)
(17, 7)
(18, 7)
(19, 7)
(20, 7)
(21, 7)
(21, 6)
(22, 6)
(22, 5)
(23, 5)
(24, 6)
(25, 7)
(26, 7)
(27, 7)
(28, 7)
(28, 6)
(29, 6)
(29, 5)
(30, 5)
(31, 6)
(32, 7)
(33, 7)
(34, 7)
(35, 7)
(36, 7)
(37, 7)
(37, 6)
(38, 6)
(38, 5)
(39, 5)
(40, 6)
(41, 7)
(42, 7)
(43, 7)
(44, 7)
(45, 7)
(46, 9)
(47, 11)
(48, 12)
(49, 13)
(50, 15)
(51, 17)
(52, 19)
(53, 21)
(53, 22)
(53, 23)
(52, 25)
(51, 27)
(51, 28)
(51, 29)
(52, 30)
(53, 31)
(54, 32)
(55, 33)
(56, 34)
(57, 35)
(58, 36)
(59, 37)
(60, 37)
(60, 36)
(61, 36)
(61, 35)
(62, 35)
(63, 36)
(64, 37)
(65, 37)
(66, 37)
(67, 37)
(68, 37)
(69, 37)
(69, 36)
(70, 36)
(70, 35)
(71, 35)
(72, 36)
(73, 37)
(74, 37)
(75, 37)
(76, 37)
(77, 37)
(78, 39)
(79, 41)
(80, 42)
(81, 43)
(82, 45)
(83, 47)
(84, 49)
(85, 51)
(85, 52)
(85, 53)
(84, 55)
(83, 57)
(83, 58)
(83, 59)
(84, 60)
(85, 61)
(86, 62)
(87, 63)
(88, 64)
(89, 65)
(90, 66)
(91, 67)
(92, 67)
(92, 66)
(93, 66)
(93, 65)
(94, 65)
(95, 66)
(96, 67)
(97, 67)
(98, 67)
(99, 67)
(100, 67)
(101, 67)
(101, 66)
(102, 66)
(102, 65)
(103, 65)
(104, 66)
(105, 67)
(106, 67)
(107, 67)
(108, 67)
(109, 67)
(110, 69)
(111, 71)
(112, 73)
(113, 75)
(114, 76)
(115, 78)
(115, 79)
(116, 81)
(117, 83)
(118, 85)
(119, 87)
(120, 89)
(121, 91)
(122, 93)
(123, 94)
(124, 96)
(124, 97)
(125, 99)
(124, 101)
(124, 102)
(124, 103)
(124, 104)
(124, 105)
(124, 106)
(124, 107)
(124, 108)
(124, 109)
(124, 110)
(124, 111)
(124, 112)
(123, 114)
(122, 115)
(121, 116)
(120, 118)
(120, 119)
(120, 120)
(120, 121)
(120, 122)
(120, 123)
(121, 125)
(122, 127)
(123, 129)
(124, 131)
(125, 133)
(125, 134)
(125, 135)
(125, 136)
(124, 137)
(123, 138)
(122, 139)
(121, 139)
(120, 139)
(120, 140)
(121, 141)
(122, 142)
(123, 143)
(124, 144)
(125, 144)
(125, 145)
(124, 147)
(123, 147)
(122, 147)
(121, 147)
(120, 147)
(119, 147)
(118, 147)
(117, 147)
(116, 147)
(115, 147)
