(6, 12)
(7, 12)
(8, 12)
(9, 12)
(10, 12)
(11, 12)
(11, 11)
(12, 11)
(12, 10)
(13, 10)
(13, 9)
(14, 9)
(14, 8)
(15, 8)
(16, 8)
(17, 8)
(18, 8)
(19, 8)
(20, 8)
(20, 7)
(21, 7)
(21, 6)
(22, 6)
(22, 5)
(23, 5)
(23, 4)
(24, 4)
(25, 4)
(26, 5)
(27, 6)
(28, 6)
(28, 5)
(29, 5)
(29, 4)
(30, 4)
(30, 3)
(31, 3)
(31, 2)
(32, 2)
(33, 2)
(34, 3)
(35, 4)
(36, 5)
(37, 5)
(37, 4)
(38, 4)
(38, 3)
(39, 3)
(39, 2)
(40, 2)
(40, 2)
(41, 2)
(42, 2)
(43, 3)
(44, 4)
(45, 5)
(46, 5)
(46, 4)
(47, 4)
(47, 3)
(48, 3)
(48, 2)
(49, 2)
(50, 3)
(51, 4)
(52, 5)
(53, 5)
(53, 4)
(54, 4)
(55, 4)
(55, 4)
(56, 4)
(57, 4)
(57, 3)
(58, 3)
(59, 3)
(60, 4)
(61, 4)
(62, 4)
(63, 4)
(64, 4)
(64, 3)
(65, 3)
(66, 3)
(67, 4)
(68, 5)
(69, 6)
(70, 7)
(71, 8)
(72, 8)
(72, 7)
(73, 7)
(74, 7)
(74, 7)
(75, 7)
(76, 7)
(77, 8)
(78, 9)
(79, 10)
(80, 11)
(81, 12)
(82, 12)
(83, 12)
(83, 11)
(84, 11)
(84, 10)
(85, 10)
(85, 9)
(86, 9)
(86, 8)
(87, 8)
(88, 8)
(89, 8)
(89, 7)
(90, 7)
(91, 7)
(92, 8)
(92, 7)
(93, 7)
(93, 6)
(94, 6)
(94, 5)
(95, 5)
(95, 4)
(96, 4)
(97, 4)
(97, 3)
(98, 3)
(98, 2)
(99, 2)
(99, 1)
(100, 1)
(100, 0)
(101, 0)
(102, 0)
(103, 1)
(104, 2)
(105, 3)
(106, 4)
(107, 5)
(108, 5)
(108, 4)
(109, 4)
(109, 3)
(110, 3)
(110, 2)
(111, 2)
(111, 1)
(112, 1)
(113, 1)
(114, 2)
(115, 3)
(116, 4)
(117, 4)
(118, 4)
(118, 3)
(119, 3)
(119, 2)
(120, 2)
(120, 1)
(121, 1)
(121, 0)
(122, 0)
(123, 0)
(124, 1)
(125, 2)
(126, 3)
(127, 4)
(128, 4)
(129, 4)
(130, 4)
(130, 3)
(131, 3)
(131, 2)
(132, 2)
(132, 1)
(133, 1)
(133, 0)
(134, 0)
(135, 0)
(136, 1)
(137, 2)
(138, 3)
(139, 4)
(140, 4)
(141, 4)
(141, 3)
(142, 3)
(142, 2)
(143, 2)
(143, 1)
(144, 1)
(144, 1)
(145, 1)
(146, 1)
(147, 2)
(148, 3)
(149, 4)
(150, 5)
(151, 5)
(151, 4)
(152, 4)
(152, 3)
(153, 3)
(153, 2)
(154, 2)
(155, 3)
(156, 4)
(157, 4)
(158, 4)
(159, 4)
(160, 4)
(161, 4)
(162, 4)
(162, 3)
(163, 3)
(163, 2)
(164, 2)
(164, 1)
(165, 1)
(165, 1)
(166, 1)
(167, 1)
(168, 2)
(169, 3)
(170, 3)
(171, 4)
(172, 4)
(173, 4)
(174, 4)
(175, 4)
(176, 4)
(177, 4)
(177, 3)
(178, 3)
(178, 2)
(179, 2)
(179, 1)
(180, 1)
(180, 0)
(181, 0)
(182, 0)
(183, 1)
(184, 2)
(185, 3)
(186, 4)
(187, 4)
(188, 4)
(189, 4)
(190, 4)
(191, 4)
(191, 3)
(192, 3)
(193, 3)
(194, 4)
(195, 5)
(196, 6)
(197, 7)
(198, 8)
(199, 9)
(200, 10)
(201, 11)
(202, 12)
(203, 12)
