(2, 12)
(3, 12)
(4, 12)
(5, 12)
(6, 12)
(7, 12)
(8, 12)
(9, 12)
(10, 12)
(11, 12)
(12, 12)
(13, 12)
(14, 12)
(15, 12)
(16, 12)
(17, 12)
(18, 12)
(19, 12)
(19, 11)
(20, 11)
(20, 10)
(21, 10)
(21, 9)
(22, 9)
(22, 8)
(23, 8)
(24, 8)
(24, 8)
(25, 8)
(25, 9)
(26, 9)
(27, 9)
(28, 10)
(29, 11)
(30, 12)
(30, 11)
(31, 11)
(31, 10)
(32, 10)
(32, 9)
(33, 9)
(33, 8)
(34, 8)
(34, 7)
(34, 6)
(35, 6)
(36, 6)
(37, 7)
(38, 9)
(39, 10)
(40, 11)
(41, 12)
(42, 12)
(43, 12)
(44, 12)
(44, 11)
(45, 11)
(45, 10)
(46, 10)
(47, 10)
(48, 11)
(49, 12)
(50, 12)
(51, 12)
(52, 12)
(53, 12)
(54, 12)
(55, 12)
(56, 12)
(57, 12)
(58, 12)
(59, 12)
(59, 11)
(60, 11)
(61, 11)
(61, 11)
(62, 11)
(63, 11)
(64, 12)
(65, 12)
(66, 12)
(67, 12)
(68, 12)
(69, 12)
(70, 12)
(71, 12)
(72, 12)
(73, 12)
(74, 12)
(75, 12)
(76, 12)
(77, 12)
(78, 12)
(79, 12)
(80, 12)
(81, 12)
(81, 11)
(82, 11)
(83, 11)
(84, 12)
(85, 12)
(86, 12)
(87, 12)
(88, 12)
(89, 12)
(90, 12)
(91, 12)
(92, 12)
(93, 12)
(94, 12)
(94, 11)
(95, 11)
(95, 10)
(96, 10)
(96, 9)
(97, 9)
(97, 8)
(98, 8)
(99, 8)
(100, 8)
(101, 9)
(102, 10)
(103, 11)
(104, 12)
(105, 12)
(106, 12)
(106, 11)
(107, 11)
(107, 10)
(108, 10)
(108, 9)
(109, 9)
(109, 8)
(110, 8)
(110, 7)
(111, 7)
(111, 6)
(112, 6)
(112, 5)
(113, 5)
(114, 5)
(114, 4)
(115, 4)
(115, 3)
(116, 3)
(116, 2)
(117, 2)
(117, 1)
(118, 1)
(119, 1)
(120, 2)
(121, 3)
(122, 3)
(123, 4)
(124, 5)
(124, 4)
(125, 4)
(126, 4)
(126, 4)
(127, 4)
(128, 4)
(129, 5)
(130, 6)
(131, 7)
(132, 8)
(132, 7)
(133, 7)
(134, 7)
(135, 8)
(136, 8)
(137, 8)
(138, 8)
(139, 8)
(140, 8)
(141, 8)
(142, 8)
(142, 7)
(143, 7)
(144, 7)
(145, 8)
(146, 9)
(147, 10)
(148, 11)
(149, 12)
(150, 12)
(151, 12)
(152, 12)
(153, 12)
(154, 12)
(155, 12)
(156, 12)
(157, 12)
(157, 11)
(158, 11)
(159, 11)
(160, 12)
(161, 12)
(162, 12)
(163, 12)
(164, 12)
(165, 12)
(166, 12)
(166, 11)
(167, 11)
(168, 11)
(169, 12)
(170, 12)
(171, 12)
(172, 12)
(172, 11)
(173, 11)
(173, 10)
(174, 10)
(174, 9)
(175, 9)
(175, 8)
(176, 8)
(177, 8)
(178, 9)
(179, 10)
(180, 11)
(181, 12)
(182, 12)
(183, 12)
(184, 12)
(185, 12)
(186, 12)
(187, 12)
(188, 12)
(189, 12)
(190, 12)
(191, 12)
(191, 11)
(192, 11)
